"","0","300","600","900","0 | 1","300 | 1","600 | 1","900 | 1","0 | 2","300 | 2","600 | 2","900 | 2","0 | 3","300 | 3","600 | 3","900 | 3"
"hisM",-0.53,-0.35,-0.43,-0.41,-0.59,-0.88,-1.24,-0.42,-0.29,-0.29,-0.03,0.58,0.46,0.09,0,0.01
"hisQ",-0.64,0.37,-0.23,-0.3,0.3,-0.27,-0.72,0.05,0.03,0.28,0.25,0.46,0.15,-0.19,0.14,-0.07
"hisJ",-0.65,-0.3,-0.56,-0.97,0.18,-0.65,-0.44,-0.64,0.12,-0.04,-0.21,0.08,0.09,-0.28,0.17,0.04
"argT",-1.21,-0.87,-0.96,-0.96,0.22,-0.27,-0.47,-0.07,-0.54,-0.9,-0.93,-1.24,-0.63,-0.76,-0.59,-0.9
"ubiX",0.14,0.29,-0.09,0.02,-0.09,-0.02,-0.34,0.41,-0.02,0.07,0.39,0.04,0.07,0.07,-0.2,-0.12
"purF",1.23,0.55,0.46,-0.16,-0.05,0.14,0.64,-0.57,0.94,1.32,1.61,1.99,0.33,0.37,0.12,0.01
"cvpA",1.25,0.56,0.51,-0.05,-0.08,-0.05,0.43,0.2,0.26,0.48,0.61,0.83,-0.11,-0.26,-0.17,-0.1
"folC",0.03,0.47,0.02,-0.12,-0.12,-0.42,-0.16,-0.01,0.07,0.36,0.84,0.57,-0.16,-0.26,-0.19,-0.5
"accD",0.42,0.3,0.26,-0.33,0.06,0.2,0.54,0.02,0.15,0.37,0.45,0.2,-0.38,-0.34,0.25,-0.1
"dedA",1.18,1,0.69,0.2,0.39,0.78,0.93,-0.2,0.5,0.68,0.55,0.56,-0.08,-0.2,-0.45,0.12
"truA",1.05,0.92,0.57,0.5,0.59,0.46,1.14,0.24,0.65,0.86,1.1,0.72,-0.09,-0.1,0.24,0.18
"usg",1.01,0.91,0.92,0.5,0.35,0.89,1.24,0.04,0.37,0.89,1.05,0.79,0.19,0.51,0.9,0.15
"pdxB",0.7,0.14,0.51,0.26,0.11,0.37,0.72,0.24,0.29,0.39,0.59,0.51,0.24,0.39,0.15,0.07
"flk",0.69,0.56,0.58,-0.12,0.18,0.65,0.38,-0.27,0.55,0.85,0.57,0.68,-0.1,0.37,-0.11,-0.23
"fabB",-0.82,-0.49,0.16,0.17,0.5,0,0.66,-1.18,-0.26,-0.44,-0.38,-0.88,-0.7,-0.55,-0.57,-0.51
"mnmC",0.48,0.9,0.55,0.22,0.24,0.27,0.7,-0.14,0.55,0.8,0.73,0.83,-0.17,-0.16,-0.04,0.18
"yfcL",0.61,0.38,0.67,0.09,-0.07,0.19,-0.04,0.22,0.24,0.1,0.14,0.28,0.31,0.11,0.32,0.23
"epmC",0.18,0.25,0.27,-0.04,-0.08,-0.19,0.02,0.25,-0.03,0.06,0.14,0.05,0.23,0.14,0.26,-0.06
"yfcA",0.09,0.42,0.43,0.2,-0.04,0.37,-0.11,-0.12,0.19,0.08,0.01,-0.06,0.07,0.17,0.04,0.02
"mepA",0.21,0.59,0.3,-0.02,-0.09,0.05,0.53,0.06,-0.2,0.13,0.09,-0.03,-0.39,0.11,0.15,-0.01
"aroC",0.39,0.32,0.82,0.23,0.28,0.46,0.56,-0.24,-0.1,-0.05,0.12,0.59,-0.33,-0.42,-0.47,-0.56
"prmB",0.72,0.84,0.87,0.57,0.43,0.39,0.77,0.17,0.45,0.48,0.5,0.62,-0.3,-0.33,-0.15,0.04
"smrB",0.33,0.48,0.44,0.26,0,0.44,0.19,0.29,-0.05,0.27,0.27,0.44,0.03,0.1,-0.02,0.15
"yfcP",0.22,0.2,0.11,-0.08,0.06,0.03,-0.21,0.04,-0.01,0.26,-0.04,-0.01,0.01,0.04,0.11,-0.05
"yfcQ",0.17,-0.08,-0.02,0.31,0.03,0.1,0.06,0.05,-0.06,-0.01,0.02,0.06,0.15,0.16,-0.18,0.23
"yfcR",0.24,0.59,0.49,0.22,0.26,-0.19,0.08,0.81,-0.16,-0.32,-0.19,-0.1,0.22,-0.07,0.05,-0.08
"yfcS",-0.19,0.29,-0.12,0.36,0.19,-0.04,0.26,0.45,-0.07,-0.09,-0.15,-0.03,-0.09,-0.23,0.17,-0.07
"sixA",0.79,0,0.2,-0.14,0.27,0.43,0.71,-1.57,0.36,0.46,0.43,1.22,0.11,0.47,0.41,0.03
"fadJ",-0.44,-0.28,-0.32,-0.05,-0.06,0.03,-0.18,-0.09,0.29,0.39,0.39,0.2,0,0,0.43,0.01
"fadI",-0.23,-0.21,0.02,-0.05,-0.18,-0.09,-0.23,-0.09,0.14,0.25,0.35,0.14,0.03,0.26,0.12,0.11
"yfcZ",1.13,0.52,0.64,0.73,0.08,0.38,0.66,0.4,0.32,0.42,0.36,-0.2,-0.29,-0.21,-0.22,-0.02
"fadL",-0.29,0.04,-0.23,0.33,-0.35,0.15,0.27,-0.18,0.5,0.78,0.55,0.98,-0.08,-0.52,-0.37,-0.5
"yfdF",-0.35,-0.11,-0.05,-0.2,-0.02,0.22,-0.43,-0.04,0.05,0.22,0.29,0.41,0.28,0.14,-0.17,-0.12
"mlaA",0.34,0.41,0.17,0.02,0.15,-0.39,-0.26,-0.15,-0.26,-0.04,0.13,0.26,0.16,0.25,0.14,0.37
"yfdC",0.19,0.47,0.02,-0.06,0.3,0.5,0.06,0.38,0.15,-0.09,-0.37,-0.09,-0.26,-0.25,-0.01,-0.07
"intS",-0.35,-0.13,-0.02,0.03,-0.37,-0.18,-0.31,-0.46,-0.18,-0.11,0.21,0.63,-0.08,0.46,-0.02,-0.13
"yfdG",0.17,-0.16,0.53,0.21,-0.11,-0.07,-0.11,-0.62,0.38,0.51,0.33,0.15,-0.01,-0.18,-0.15,-0.04
"yfdH",0.12,0.05,0.24,0.22,0.02,0.4,0.28,0.58,0.08,0.25,0.54,0.73,0,0.74,0.18,-0.02
"tfaS",0.16,-0.1,-0.05,0.29,0.21,0.19,0,0.23,0.07,0.08,0.02,-0.06,0.16,0.06,-0.03,0.12
"yfdK",0.08,-0.27,-0.08,-0.14,-0.03,0.05,-0.1,-0.17,0.01,0,0.01,0.01,-0.08,0.22,-0.28,0.02
"yfdL",-0.01,-0.22,0.11,-0.04,-0.18,0.19,0.06,0.07,-0.18,0.1,0.2,0.19,0.24,-0.05,0.04,0.09
"yfdM",0.27,-0.04,0.13,0.26,0.09,-0.01,0.17,0.86,0.03,-0.18,0.07,-0.22,0.53,0.13,-0.13,0.12
"yfdN",-0.04,-0.07,-0.07,0.07,0.1,0.08,0.27,0.21,-0.46,-0.47,-0.68,-0.18,0.32,0.14,0.22,0
"yfdO",0.81,0.3,0.25,0.31,0.05,0.07,0.3,0.62,0.15,0.08,0.04,-0.09,0.11,0.28,0.08,0.18
"yfdP",0.15,0.16,-0.02,0.07,-0.07,-0.18,-0.03,0.13,0.09,0.03,-0.46,0,0.23,0.19,-0.05,0.04
"yfdR",0.08,-0.21,0.18,0.4,0.19,0.14,0.22,0.1,-0.01,-0.03,-0.08,0.02,0.13,0.22,-0.13,0.21
"yfdT",0.25,-0.24,0.06,0.57,-0.1,-0.07,-0.48,0.02,-0.16,0,-0.07,0,0.13,0.32,-0.28,0.05
"dsdC",-0.27,-0.08,0.03,0.14,0.1,-0.17,0.11,-0.25,0.18,0.03,0.22,0.01,-0.24,-0.05,-0.24,-0.05
"dsdA",-0.2,-0.16,-0.19,-0.08,-0.09,0,0.15,-0.33,-0.1,0.05,-0.06,-0.49,0.23,-0.02,-0.2,-0.27
"emrY",0.38,0.27,0.14,0.14,0.33,0.02,0.41,1.12,-0.15,0.17,0.11,-0.01,0.07,-0.1,0.07,-0.14
"emrK",0.25,-0.05,-0.05,0.12,0.08,0.14,0.16,0.04,0.04,0.14,0.2,0.02,-0.11,0.07,-0.11,-0.77
"evgA",-0.94,-0.86,-0.94,-0.31,-0.65,-0.36,-0.89,-0.54,-0.16,-0.06,0.07,0.14,0.28,0.55,-0.22,0.02
"evgS",-0.73,-0.44,-0.52,-0.2,-0.94,-0.51,-1.42,-1.36,-0.17,0.03,0.31,0.32,0.08,-0.07,-0.06,0.19
"yfdE",0.2,0.27,-0.04,0.16,0.44,0.02,0.21,0.55,-0.01,0.13,0.01,-0.17,0.38,-0.03,0.01,0.05
"yfdV",-0.06,0.01,-0.28,0.35,-0.13,0.09,-0.1,0.44,-0.22,-0.18,-0.2,0.1,0.24,0.19,0.44,-0.01
"oxc",-0.05,0.48,0.17,0.02,0.35,0.5,0.85,0.28,0.06,-0.06,0.35,0.31,0.1,-0.39,-0.19,-0.02
"frc",0.12,0.12,0.09,0.02,0.22,0.44,0.96,0.4,-0.07,0.02,-0.08,-0.07,0.3,0.12,0.01,-0.02
"yfdX",-0.1,-0.06,0.2,-0.18,0.14,0.38,0.2,0.3,0.04,-0.04,0,-0.08,0.27,-0.09,-0.15,-0.1
"ypdI",0.24,-0.11,-0.04,0.04,0.12,0.12,-0.18,0.1,0.23,0.14,0.12,0.15,-0.15,0.21,-0.02,0.09
"lpxP",-0.36,-0.09,-0.09,0.02,-1.97,0.19,-2.33,-0.12,-0.02,0.01,-0.02,0.06,0.19,0.01,-0.25,0.21
"alaC",-0.76,-0.89,-0.36,-0.65,-0.69,-0.9,-1.14,-0.76,-0.62,-0.72,-1.11,-0.74,-0.34,-0.54,-0.16,-0.55
"pyrS",-0.22,0.41,0.3,-0.08,-0.25,-0.02,-0.21,-0.51,0.12,0.26,0.22,0.22,0.17,-0.07,-0.24,-0.08
"pyrR",-0.25,-0.12,-0.3,-0.13,0.27,-0.08,-0.06,0.14,-0.24,0,-0.26,-0.56,-0.14,-0.37,-0.22,-0.11
"ypdC",-0.15,-0.03,0.08,0.02,0.19,-0.15,-0.29,0.3,-0.09,-0.16,-0.16,-0.06,-0.04,0.14,-0.05,-0.03
"fryA",0.17,0.02,0.18,0.06,0.46,0.17,-0.04,0.14,-0.19,-0.31,-0.08,0.03,-0.29,-0.34,-0.44,-0.05
"ypdE",-0.17,0.02,-0.06,-0.1,0.01,-0.04,-0.05,-0.07,-0.14,-0.13,-0.1,-0.04,0.25,0.18,0,0.05
"ypdF",-0.12,0.54,0.38,0.05,0.61,0.03,0.17,0.05,0.09,-0.02,0.15,0.37,-0.05,-0.05,-0.08,-0.22
"fryC",-0.08,-0.17,-0.02,0.07,0.05,-0.04,-0.09,0.05,0.07,0.16,0.3,0.19,-0.14,-0.13,0.6,-0.13
"fryB",0.22,0.32,0.01,0,0.04,0.18,-0.03,0.13,-0.09,-0.22,-0.1,-0.24,0.04,0.2,0.16,0.08
"glk",-0.08,-0.41,-0.31,-0.2,0.03,0.02,-0.35,-0.19,-0.13,-0.36,-0.16,-0.18,-0.2,-0.23,0.05,-0.09
"yfeO",0.31,0.19,0.31,0.1,0.06,1.07,0.66,0.31,-0.1,-0.08,-0.03,-0.11,0.17,0.07,-0.21,0.05
"mntH",0.22,-0.03,0.03,-0.06,0.05,0.25,0.11,-0.26,0.2,0.2,-0.34,-0.47,0.21,0.32,0.17,0.63
"nupC",-0.1,-1.02,0,0.2,-0.3,0,-1.23,0.16,-0.05,-0.28,-0.2,-0.25,-0.03,-0.14,-0.28,-0.16
"insL3",0.05,-0.52,-0.48,-0.77,0.32,0.47,-0.04,-0.76,0.29,0.5,0.22,-0.08,-0.36,-0.35,-0.05,-0.16
"yfeC",0,-0.07,-0.19,-0.12,-0.11,-0.16,-0.44,0.83,-0.2,-0.24,-0.36,-0.15,0.16,-0.03,-0.07,-0.08
"yfeD",0.31,-0.17,-0.01,-0.05,-0.24,-0.03,-0.11,-0.09,0.25,0.08,0.08,-0.04,-0.33,0.06,0.08,-0.05
"gltX",0.69,0.7,0.62,0.57,0.35,1.01,0.74,0.13,0.57,0.84,0.93,0.82,-0.28,0,-0.21,0.3
"xapR",-0.21,0.91,0.29,-0.09,0.56,0.08,0.51,0.77,0.1,0.32,0.25,0.37,-0.06,-0.02,-0.06,-0.32
"xapB",0.15,0.3,0.22,-0.01,-0.08,0.32,-0.02,0.72,-0.1,-0.32,-0.08,-0.38,0.07,-0.24,-0.04,0.03
"xapA",-0.44,0.12,0.03,0.49,0.33,-0.28,-0.19,0.29,-0.22,0.02,-0.03,-0.16,-0.2,0.03,-0.14,-0.05
"yfeN",0.25,0.06,0.1,0,0.05,0.13,0.33,0.21,-0.15,-0.11,-0.07,0.04,0.17,0,0.05,0.17
"yfeR",-0.34,-0.14,0.11,-0.27,0.23,-0.21,-0.16,0.35,-0.15,-0.16,0.05,0.05,-0.06,0.1,-0.06,-0.11
"yfeH",0.55,0.46,0.54,0,-0.05,0.49,0.71,-0.17,0.05,0.09,0.32,-0.09,0.12,-0.19,0.1,0.36
"ligA",0.72,0.23,0.08,-0.42,-0.21,0.37,0.62,0.2,-0.01,-0.35,-0.3,-0.3,-0.03,0.12,0.28,0.12
"zipA",-0.61,-0.34,-0.37,-0.62,-0.11,-0.2,-0.19,0.16,-0.51,-0.38,-0.24,-0.47,0.13,0.28,0.1,-0.27
"cysZ",0.73,1.03,0.61,0.07,0.65,0.88,0.75,0.38,0.22,0.27,0.11,0.22,-0.35,-0.15,-0.16,-0.04
"cysK",-0.58,0.39,0.48,0.68,-0.24,-0.23,0.39,0.15,-0.24,-0.3,-0.04,0.45,0.14,0.15,0.11,0.37
"ptsH",-0.76,-0.63,-0.77,-0.96,-0.28,0.43,-0.22,-0.02,-0.14,-0.22,-0.47,-0.85,0.02,-0.06,0.18,0.21
"ptsI",-1.16,-0.96,-1.46,-1.88,-0.55,-0.21,-0.35,-0.62,-0.09,0,-0.51,-1.48,-0.19,0.09,-0.11,0.04
"crr",-0.22,-0.09,-0.61,-1.04,0.11,0.39,0.24,-0.97,0.01,0.06,-0.38,-1.13,-0.03,-0.12,-0.26,-0.16
"pdxK",-0.91,-1.07,-1.21,-0.15,-0.17,-0.98,-1.23,-0.58,-0.37,-0.69,-1.1,-1.17,-0.12,-0.39,-0.28,-0.32
"yfeK",-0.41,-0.7,-1.18,0.06,0.19,-0.23,-0.52,0.14,-0.32,-0.18,-0.17,-0.39,0.03,-0.26,-0.16,0.02
"yfeS",-0.25,-0.35,-0.32,0.36,-0.55,-0.11,-0.85,-0.35,0.23,0.38,0.4,0.17,-0.18,0.15,-0.09,-0.02
"cysM",-1.86,-1.14,-1.16,-1.54,-1.13,-2.62,-2.27,-0.82,-0.81,-1.06,-0.37,0.26,-0.18,-0.24,-0.09,-0.03
"cysA",-1.48,-0.12,-0.5,-0.52,-0.81,-2.07,-0.77,0.14,-0.67,-0.78,0.17,0.24,0.09,-0.19,0.11,0.11
"cysW",-0.8,0.26,0.21,-0.15,-0.67,-1.39,-0.41,-0.14,0,-0.2,0.46,0.68,-0.13,-0.15,-0.18,0.24
"cysU",-0.21,0.69,0.71,0.34,-0.09,-1,-0.21,-0.47,-0.42,0.08,0.68,1.06,0.05,0.32,0.29,0.3
"cysP",-0.52,0.68,0.78,0.8,-1.54,-1.59,0.57,0.35,-0.45,-0.11,0.95,1.42,-0.03,0.14,0.08,0.44
"ucpA",-0.18,-0.05,-0.1,0.01,-0.61,-0.81,-0.71,-0.62,0.09,-0.09,0.2,0.38,-0.12,-0.16,-0.4,0.1
"murQ",-0.68,0.2,0.12,-0.11,0.68,-0.19,-0.15,0.12,0.11,-0.19,0.27,0.39,-0.09,0.26,0.4,-0.2
"murP",-0.26,0.39,-0.03,0.11,0.1,-0.41,0.04,-0.05,-0.23,-0.23,-0.07,0.17,0.12,-0.02,-0.31,-0.01
"yfeW",-0.23,-0.21,0.07,0,-0.12,-0.28,-0.55,-0.18,-0.37,-0.38,-0.22,0.06,0.25,0.03,0.1,-0.1
"yfeX",0.66,0.61,0.67,0.2,-0.01,0.29,0.63,-1.11,-0.08,-0.14,0.17,0.45,0.09,-0.03,-0.19,-0.11
"yfeY",-0.46,0.11,0.35,-0.12,0.07,0.11,-0.39,-0.75,0.01,-0.03,-0.07,0.18,-0.37,-0.11,-0.06,-0.09
"yfeZ",0.02,-0.01,0.13,0.12,-0.26,-0.27,-0.31,0.55,0.01,-0.16,-0.02,0.26,-0.25,-0.08,-0.27,-0.18
"ypeA",-0.23,0.24,0.21,-0.17,0.2,-0.06,-0.04,0.44,-0.11,-0.25,-0.21,0.11,-0.37,-0.38,-0.38,-0.26
"amiA",0.86,0.64,0.62,0.1,0.15,0.75,0.61,-0.64,0.26,0.27,0.35,0.16,0.23,0.3,0.37,0.18
"hemF",0.41,0.65,0.76,0.09,0.47,0.72,0.56,0.27,0.19,0.11,0.44,0.19,0.19,0.83,0.17,-0.11
"eutR",-0.14,0.36,0.35,0.13,0.25,-0.05,0.1,0.11,-0.02,-0.23,-0.13,0.26,0.23,0.1,-0.23,-0.04
"eutK",-0.2,0.3,0.08,0.06,0.49,0.11,0.08,0.53,-0.07,0.13,0.14,0.12,-0.04,-0.06,0.12,-0.11
"eutL",0.25,-0.1,-0.01,0.02,-0.08,-0.27,0.21,0.82,-0.15,-0.35,-0.14,-0.04,0.28,0,-0.13,-0.33
"eutC",-0.31,0.05,-0.15,0.05,0.29,0.2,0.19,0.4,-0.07,-0.05,0.1,0.15,0.4,0.16,0.03,0
"eutB",-0.65,0.77,0.25,-0.07,-0.16,-0.73,-1.62,-0.22,-0.16,0.02,0.16,0.53,-0.26,-0.2,-0.19,0.13
"intZ",-0.7,-0.31,0.17,0.12,-0.73,-0.19,-0.27,1.51,0.04,-0.01,0.1,0.17,0.11,0.14,0.39,0.09
"yffL",-0.06,-0.05,0.12,0.05,0.26,0.06,-0.17,0.11,-0.01,0.22,0.15,0.52,0.23,0.11,-0.01,0.18
"yffN",0.16,0.03,0.12,0.21,-0.1,-0.01,0.3,0.02,0.01,0.22,0.09,0.16,0.3,0.27,-0.09,-0.04
"yffP",0.1,0.01,0.25,0.15,-0.28,-0.02,0.37,-0.17,-0.03,0.17,0.2,0.25,-0.08,0.2,-0.07,0.25
"yffR",-0.21,-0.09,0.24,0.09,0.12,0.08,0.5,-0.02,-0.07,-0.17,-0.22,0.28,0.2,0.15,0.02,-0.06
"yffS",-0.95,-0.46,-0.82,-0.13,0.04,-0.86,-0.61,-0.03,-0.28,-0.23,-0.36,0.01,-0.13,-0.53,-0.59,-0.29
"eutA",-0.32,-0.07,-0.13,0.01,0.12,-0.06,-0.15,0.22,-0.23,-0.26,-0.19,0.01,0.24,0.33,-0.11,-0.1
"eutH",-0.19,0.87,0.56,0.52,0.37,0.01,0.25,0,0.04,-0.14,0,-0.03,0.07,-0.03,-0.01,-0.25
"eutG",-0.05,0.49,-0.16,0.46,0.09,-0.03,0.19,0.43,-0.02,-0.28,0,-0.2,-0.21,-0.1,-0.32,-0.19
"eutJ",0.47,0.22,0.3,0.05,0.27,-0.13,-0.07,0.04,0,-0.17,0.06,0.04,-0.2,0.35,-0.09,-0.09
"eutN",0.17,-0.1,-0.1,0.14,0.21,-0.07,0.05,0.48,-0.1,0.09,-0.02,-0.09,-0.07,0.07,0.47,-0.09
"eutM",0.13,0.1,0,0.11,-0.12,0.14,0.07,-0.24,-0.18,-0.08,0.08,0.07,-0.19,0.18,0.19,-0.23
"eutT",0.18,0.17,0.07,0.07,0.2,0.06,0.18,0.26,-0.02,-0.04,0.05,0.11,-0.4,-0.04,0.21,-0.04
"eutQ",-0.05,0.12,0.01,0.17,0.36,0.45,-0.07,-0.12,0.1,-0.02,0.03,0.03,-0.07,0.25,0.25,-0.07
"eutP",0.28,0.17,-0.22,0.19,0.25,0.01,0.14,0.64,0.12,0,0.01,-0.31,0.24,-0.07,-0.19,-0.16
"eutS",-0.05,0,0.01,-0.2,0.14,0.4,0,0.29,-0.08,0.08,-0.06,0.02,-0.31,0.37,-0.1,0.08
"maeB",-0.85,-0.51,-0.29,-0.49,0.18,-0.41,-0.43,-0.13,-0.66,-0.85,-0.84,-0.63,-0.37,-0.08,-0.09,-0.15
"talA",0.34,-0.28,-0.41,-0.33,0.56,1.42,1.2,0.04,0.64,0.69,0.36,0.02,-0.08,0.24,0.21,0.26
"tktB",0.97,-0.13,-0.42,-0.28,0.73,1.43,1.58,-0.09,0.32,0.74,0.26,-0.06,0.56,0.32,0.46,0.55
"ypfG",0.28,0.43,0.31,0.06,-0.03,0.24,0.55,0.92,-0.07,0.07,0.12,0.1,0.24,0.11,0.15,0.09
"nudK",0.48,0.73,0.7,0.24,0.28,0.06,0.64,0.2,-0.04,0.07,0.27,0.35,0.48,0.14,0.35,0.26
"aegA",0.52,0.34,0.43,0.4,-0.29,0.1,-0.18,0.14,0.1,0.11,-0.16,0.06,0.26,0.15,-0.16,-0.01
"narQ",0.31,-0.11,0.07,-0.08,-0.37,-0.25,-0.43,0.12,0.16,-0.11,0,-0.01,-0.03,0.16,0.08,0.23
"acrD",0.23,-0.05,0.47,0.31,-0.12,0.15,-0.02,0.06,0.06,-0.01,-0.15,-0.14,0.24,0.1,0.16,0.44
"yffB",0.35,-0.18,0.3,0.11,0.25,0.14,0.42,0.19,-0.02,-0.09,-0.28,-0.26,0.22,0,0.37,0.45
"dapE",-0.1,-0.41,-0.02,-0.21,-0.12,-0.55,-0.34,-0.25,-0.22,-0.34,-0.44,-0.61,-0.08,-0.04,0.16,-0.11
"ypfH",0.12,0.32,0.13,-0.08,0.32,-0.35,0.46,0.07,0.05,-0.22,0.08,0.14,-0.02,0,0.09,-0.01
"tmcA",0.06,0.01,0.05,-0.07,-0.36,-0.4,-0.17,-0.28,0.05,0.02,-0.04,-0.08,-0.04,0.02,0.02,0.24
"purC",0.55,1.15,0.15,0.98,0.83,0.38,1.31,0.42,0.19,-0.05,0.4,0.87,0.08,-0.02,0.14,-0.05
"dapA",-0.01,-0.01,0.84,0.58,-0.45,-0.1,-0.23,0.05,-0.78,-1.31,-0.97,-0.06,-0.23,-0.46,-0.48,-0.43
"gcvR",-0.73,0.01,0.65,0.18,-0.52,-0.67,-0.73,-0.63,-1.58,-1.52,-1.17,-0.29,-0.23,-0.4,-0.34,-0.48
"bcp",-0.61,0.16,0.44,0.55,-0.09,-0.34,-0.19,-0.41,-0.74,-1.29,-1.43,-0.6,-0.54,-0.52,-0.3,-0.46
"hyfA",0.1,-0.05,0.17,0.21,-0.05,0.34,0.6,0.04,0.15,-0.06,-0.18,-0.04,-0.31,0.19,0.12,-0.1
"hyfB",0.27,1.05,0.13,-0.02,0.54,-0.01,-0.1,0.7,-0.12,0.02,0.03,0.01,0.22,0.03,-0.04,-0.05
"hyfD",-0.04,0.34,0.11,-0.1,0.13,-0.05,0.14,0.36,0,-0.09,-0.14,-0.01,0.01,0.13,-0.09,0
"hyfE",0.32,0.19,-0.03,0.24,0.1,-0.16,0.09,0.84,-0.26,-0.09,-0.15,-0.09,0.28,0.19,0.11,0.25
"hyfF",0.07,0.14,0.5,0.25,-0.28,0.08,-0.19,0.26,-0.27,0.11,-0.05,0.25,-0.01,0.07,0.62,0.01
"hyfG",0.06,0.18,0.15,0.23,0.07,0.21,-0.08,0.1,-0.05,-0.39,-0.23,0.43,0.03,0.04,0.27,-0.02
"hyfH",-0.17,-0.05,0.13,0.07,0.05,-0.12,-0.21,0.05,-0.05,0.05,-0.05,0.03,-0.13,-0.01,0.55,0.06
"hyfI",0.15,0.2,0.11,0.01,0.09,0.09,0.02,0.27,-0.03,-0.29,-0.03,-0.11,-0.01,0.07,0.13,-0.05
"hyfJ",-0.16,0.4,0.02,0.05,0.11,-0.08,0.1,0.25,0.22,0.2,0.22,0.22,-0.2,0.07,-0.06,0.04
"hyfR",-0.02,0.15,0.28,0.22,-0.24,-0.03,-0.16,-0.1,-0.08,-0.27,-0.28,0.13,0.58,0.16,0.05,0.04
"yfgO",0.41,0.42,0.25,0.06,-0.12,0.2,0.4,-0.28,-0.1,-0.34,-0.36,0.09,0.23,0.18,-0.17,-0.03
"bepA",-0.44,-0.16,0.02,-0.13,-0.11,-0.52,-0.16,0.08,-0.8,-1.21,-1.12,-0.85,-0.22,-0.38,-0.49,-0.15
"yfgD",-0.42,0.22,0.45,-0.26,0.16,-0.37,0.03,0.24,-0.1,-0.5,-0.71,-0.78,-0.36,-0.01,-0.06,0.2
"hda",0.32,0.91,0.68,-0.11,0.16,-0.29,0.12,0.13,-0.12,0.2,0.43,0.76,-0.17,0.11,-0.16,-0.57
"uraA",0.16,0.88,0.85,0.02,0.53,-0.6,-0.01,-0.74,-0.31,-0.9,-0.12,0.38,0.23,0.34,0.39,0.02
"upp",1.12,1.35,1.49,0.54,0.73,0.29,0.4,-0.25,-0.22,-0.29,0.31,1.47,-0.03,-0.17,-0.13,-0.29
"purM",0.8,0.64,0.11,0.07,0.08,0.32,0.67,-0.68,0.1,0.36,0.74,1.19,0.13,0.24,-0.07,-0.08
"purN",0.85,0.47,0.43,-0.06,0.03,-0.21,0.53,-1.01,0.42,0.68,1.04,1.1,-0.39,-0.28,-0.2,-0.01
"ppk",0.3,-0.17,0.13,-0.16,-0.46,0.31,-0.02,-0.49,-0.21,-0.14,0.06,-0.12,0.11,0.14,0.15,0.35
"ppx",0.18,0.01,-0.15,0.01,-0.39,-0.24,-0.14,-0.12,-0.19,-0.25,-0.15,-0.06,0.38,0.4,0.18,0.32
"pdeF",0.05,-0.05,-0.02,0.02,-0.2,0.24,-0.38,-0.16,-0.14,0,0,0.02,0.11,0.27,0.09,-0.05
"yfgG",-0.92,-0.18,-1.04,-0.06,-0.31,-0.28,-1.08,-0.24,-0.69,-0.57,-0.59,-1.03,-0.6,-0.43,-0.06,0.05
"yfgH",0.32,0.49,0.05,0.32,0.3,0.05,0.08,0.58,-0.11,-0.32,-0.13,-0.07,0.5,-0.08,-0.14,0.1
"yfgI",0.47,0.1,-0.05,-0.2,0.12,-0.09,-0.31,-0.17,-0.22,-0.04,-0.04,-0.27,0.03,0.15,-0.04,0.24
"guaA",-0.96,-0.91,-0.87,-0.98,-0.26,-1,-0.73,-0.55,-0.36,-0.28,-0.22,0.03,-0.04,0.15,0.61,0
"guaB",-1.27,-1.09,-0.69,-1.12,-1.2,-1.65,-1.12,-2.03,-1.32,-1.05,-0.51,-0.42,-0.19,-0.29,-0.43,-0.72
"xseA",-0.73,-0.69,-0.68,-0.53,-1.18,-1.57,-1.37,-1.95,-0.35,-0.24,-0.18,-0.18,0.34,0.75,0.33,0.7
"yfgJ",-0.13,-0.55,-0.42,-0.13,-0.13,-0.04,-0.57,-0.99,-0.27,-0.06,-0.13,-0.11,-0.16,-0.01,-0.1,-0.05
"der",-0.46,-0.57,-0.81,-0.76,-0.53,-0.29,-0.68,-0.61,-0.12,0.01,0.14,0.05,-0.26,-0.23,-0.1,-0.38
"bamB",-1.03,-0.46,-0.59,-1.27,-0.66,-1.08,-0.96,-0.28,-0.24,-0.83,-0.6,-0.57,-0.61,-0.58,-0.61,-0.3
"yfgM",-0.75,-0.66,-0.91,-0.51,-0.29,-0.59,-0.75,-0.24,-0.53,-0.46,-0.48,-0.13,-0.19,-0.21,-0.11,-0.19
"hisS",-0.59,-0.51,-0.83,-0.63,-0.37,-0.31,-0.53,-0.78,-0.13,-0.52,-0.47,-0.36,-0.38,-0.06,-0.11,-0.17
"ispG",-0.13,-0.11,0.15,-0.15,-0.61,-0.09,-0.14,0.1,-0.32,-0.52,-0.49,-0.45,-0.1,0.02,0.17,0.16
"rodZ",0.25,0.29,0.31,0.05,-0.42,-0.24,-0.07,-0.19,0.02,-0.11,-0.03,0.34,0.11,0.51,0.36,0.4
"rlmN",1.01,0.63,0.27,-0.48,0.35,0.57,0.98,0.33,-0.02,0.17,0.45,0.25,-0.21,0.01,0.06,-0.11
"ndk",-1.06,-0.78,-0.57,-0.91,-0.34,-0.89,-0.83,-0.25,-0.38,-0.55,-0.64,-0.34,-0.19,0.13,0.53,0.14
