"","0","216000","540000","972000","0 | 1","216000 | 1","540000 | 1","972000 | 1","0 | 2","216000 | 2","540000 | 2","972000 | 2","0 | 3","216000 | 3","540000 | 3","972000 | 3","0 | 4","216000 | 4","540000 | 4","972000 | 4","0 | 5","216000 | 5","540000 | 5","972000 | 5"
"phoP",1044.8,913.6,2351.3,1204,871.4,745.7,2188.3,2159.4,534.7,424.2,1092.4,381.5,790.2,900.9,1590,2518.7,553.2,1351.8,1707.4,1721.5,559.4,860.3,1027.5,890.8
"purB",1171.8,716,354.9,270.8,1006.2,441.9,266.8,314.4,785.4,261.1,176.6,72.3,735.1,980.1,615.1,229.2,371.3,519.4,282.9,387.1,176.5,365.6,134.3,106.3
"hflD",1802.4,1536.1,671.4,434.5,1556.1,635.6,608,501.2,778.7,534.7,256.2,98.3,1390.5,1390.8,1291.2,219.9,1017.9,752.9,285.6,220.2,552.3,603.5,244.9,264.9
"mnmA",1787.1,1138,912.2,502.7,2467.3,940.7,545.7,940.4,1218.1,546.6,467.9,190,1044,1085.2,931.2,52.6,1229.2,985.3,565.5,495.5,720.5,1185.6,417.9,466.3
"nudJ",NA,NA,NA,NA,NA,NA,NA,NA,223.2,167.9,157.2,65.1,NA,NA,NA,NA,NA,NA,NA,NA,248.8,261.4,201.5,172.6
"rluE",380.5,411.6,192.3,297,520.1,414.7,410.5,553.5,303.1,176.6,147,80.2,423.9,366,274.4,181.9,479,492.1,443.4,548.7,171.1,292.3,180.3,161.3
"icd",1312.1,7605.9,5275.3,6572.1,957.9,6224.5,7174.5,7200.9,817.9,1736.2,3252.8,1273.7,2746.6,4980.4,11798.3,1950,1794.1,6356.5,6734.3,4600.8,2430.5,2075.6,3239.2,1772.7
"ymfD",3.8,44.1,5.4,24.7,3.5,5.4,4.8,40.7,0.9,1.6,4.9,0.4,5,29.6,18.2,4,8,6.4,32.9,13.7,1.3,0.6,1.1,2.8
"ymfE",3.6,3.2,2.4,7,23.6,62.8,6.7,32.5,4.8,0.9,2.4,5.7,2.8,3.4,4.6,4.3,16.1,10.4,19.9,55.7,9.3,1.9,1.2,4.9
"lit",3.3,1.3,7.3,15.3,8.1,4.9,21.3,23.6,0.5,0.7,1.2,0.2,1.3,5.3,4.1,2.3,19.5,7.3,39.9,1.2,0.3,0.3,0.6,0.8
"intE",23,25.4,8.2,44.2,17.1,3.6,18.4,14.1,2.3,4.7,2.9,0.7,10.8,13.3,23.9,24.8,17.6,19.7,61.1,38.6,1.9,4.6,8.4,4.9
"xisE",NA,NA,NA,NA,NA,NA,NA,NA,1.9,2.6,1.6,2.3,NA,NA,NA,NA,NA,NA,NA,NA,25.3,0.9,4.4,1.6
"ymfH",24.4,81,33.6,221,72.4,46,132.6,49.1,47.3,21.9,65.9,53.3,52.7,86,58.5,36,79,154.5,123.8,246.7,24.6,41,28.6,19.3
"ymfI",2.2,3.4,4.5,12.8,23.7,7.1,8.8,20.3,0.7,1.5,1.6,3.5,3.3,5.4,5.9,38.5,53.8,44.9,92,77.3,4.3,1.9,1.3,1.4
"ymfJ",7,10.3,7,53.6,10.8,36.5,13.5,11.6,14.1,12.6,8.2,4,9.4,28.2,10.9,6.4,40.6,17.9,23,54.7,4.3,3.1,2.2,2.6
"ymfK",NA,NA,NA,NA,NA,NA,NA,NA,4.1,9.5,6.8,6.8,NA,NA,NA,NA,NA,NA,NA,NA,4.1,2.8,3.1,2.1
"ymfT",NA,NA,NA,NA,NA,NA,NA,NA,3.6,2.7,2.8,3.7,NA,NA,NA,NA,NA,NA,NA,NA,2.9,1.6,1.7,3.5
"ymfL",19.3,14.7,65.6,38.3,30.7,27.8,11.8,28.8,4.9,5.8,9.2,8.3,43,13.7,13.6,103,22.1,10.1,39,50.3,7.3,5.9,7.8,7.4
"ymfM",14.1,16.3,63.3,192.8,63.8,153.7,101.8,275,42.8,35.7,60.4,24.3,24.5,95.4,43.3,23.7,41.1,187.1,153.9,124.3,27.8,33.8,22,13.3
"ymfN",64.1,33.7,28.8,63.9,63.3,222.1,24,58.6,35.9,8.2,20.2,14.2,28.9,36.2,50.4,35.1,93,153.5,209.3,170.7,35.2,60.3,8.5,14.6
"ymfR",65.3,70.3,75.3,126.7,50.7,49.1,51.1,80.8,23.5,48.3,169,163.7,76.7,71,64.9,77.1,37.2,174.3,83.2,97.3,125.7,137,114.1,33
"beeE",223,213.2,176.6,326,253,430.4,395.8,481.3,76.9,42.4,141.8,60.2,179.1,284.4,271.5,218.5,277,222.7,428.1,273.4,29.5,90.1,81.1,61.9
"jayE",NA,NA,NA,NA,NA,NA,NA,NA,112.1,23.4,94.7,65.5,NA,NA,NA,NA,NA,NA,NA,NA,39.8,76,35.1,40.3
"ymfQ",NA,NA,NA,NA,NA,NA,NA,NA,62.9,44.5,88.2,66.1,NA,NA,NA,NA,NA,NA,NA,NA,51.6,55.8,18.5,13.8
"ycfK",4,4.6,7.5,15.1,14.4,14.3,52.3,47.8,2.7,2.8,4.3,2,3.5,4.9,4.5,5,64.4,22.2,76.2,16.8,3.1,2.6,1.9,3
"tfaP",NA,NA,NA,NA,NA,NA,NA,NA,38.3,7.2,62.7,28.7,NA,NA,NA,NA,NA,NA,NA,NA,9.2,13.1,15.5,13.9
"tfaE",8.6,72.2,64.7,79.1,76.3,82.8,78.5,357.2,65.8,14.8,79.6,43.8,71,78.7,60.2,18.7,174.2,222.6,209.1,212.4,10.4,75.3,42.2,43.3
"stfE",NA,NA,NA,NA,NA,NA,NA,NA,2,2.6,2.8,7.2,NA,NA,NA,NA,NA,NA,NA,NA,4.2,2,1.6,8.8
"pinE",146.3,213.3,115.7,507.7,153.6,171.3,258.7,65.1,85.5,65.3,115.9,44.4,179,206,192.8,149.4,141.6,295.5,214.7,307.2,80,110.1,54.3,46.9
"mcrA",10.8,22.5,24.8,42.2,77.8,127.9,13.1,40.8,3.6,7.3,3.6,5,39.5,10.5,30.5,19.7,71,63.5,74.2,149.4,8.2,3.6,1.7,6.8
"iraM",222.1,138.8,2.3,53.4,142.5,44,2.5,3.3,65.4,8.2,11.8,9.4,147.2,106.9,92.5,2.1,22.2,21,1.9,3.5,42.8,91.1,13.3,3.4
"ycgX",83,52.1,5.2,98.8,96.8,26.8,5.3,16.4,18.7,5.4,13.2,10.4,54.1,91.3,3.6,5,12.7,65.7,25.9,22.4,29.8,36.3,3.3,4.9
"bluR",1007.6,1090.4,497.6,803.8,1000,858.3,519.2,842.3,395.6,344.9,435,344.6,739,637.2,547.2,551.8,647.5,467.3,561.1,596,774.4,936.5,451.9,591.6
"bluF",NA,NA,NA,NA,NA,NA,NA,NA,88.8,33.3,37.8,52.7,NA,NA,NA,NA,NA,NA,NA,NA,205.2,162.9,63.1,57.9
"ycgZ",134.7,226.6,134.5,323.3,203.3,416.5,950.5,1571.9,89,29.3,1461.7,1045.3,143.1,64,102.6,369.1,57.7,125.4,362.6,884.7,135.4,838.1,1042.9,560.2
"ymgA",141.9,470.7,318,349.5,381.4,932.3,1705.9,2660.5,98.6,30,1066.9,665.6,57.9,70,160.9,819.5,178.4,267.9,1331.8,1390.7,170.3,481.4,897.3,632.1
"ariR",52.9,99.1,250.8,202,39.4,144.4,543.8,695.6,38.9,11.1,826.1,323.8,22.8,21.8,39.2,597.4,74.5,48.8,307.7,251.8,36.4,255.9,502.5,310.5
"ymgC",22.4,36.9,17.8,58.7,31.5,57.6,95.3,69.2,9.9,4.3,94.6,39.9,1.3,25.4,30.8,93.8,48,7.1,69,33.9,6.9,40,78.6,41.4
"pdeG",NA,NA,NA,NA,NA,NA,NA,NA,12.9,12.1,23.3,20.4,NA,NA,NA,NA,NA,NA,NA,NA,15.3,6.8,28.5,16.4
"ymgD",NA,NA,NA,NA,NA,NA,NA,NA,136.6,98,85.6,103,NA,NA,NA,NA,NA,NA,NA,NA,218.7,95.1,89.6,106.1
"ymgG",NA,NA,NA,NA,NA,NA,NA,NA,798,182.6,633.7,316.5,NA,NA,NA,NA,NA,NA,NA,NA,289.2,632,217.6,193.5
"minE",1717.5,1973.5,2667.3,2266.6,1149.5,809,1812.7,1178.3,432,329,945.3,340.1,1601.6,2037.2,2093.6,1460,1480.9,1478.3,1634.4,635,1073,893.5,766.9,416.8
"minD",1445.4,1331.7,2162.7,1480.5,1117.8,1007.3,2228.3,1428.9,439.4,508.9,985.5,321.8,1221.4,1482.5,1614.2,757.5,1220.6,1759.1,1590.2,1103.1,1146.8,862.8,719.1,478.4
"minC",1857,1608.5,1721.7,2337.3,1143.2,908.6,2336,2247.9,517,623.9,1358,558.7,1993,2022.2,2051,1530.4,2089.6,2329.5,1965.9,1433,1744.3,1021.3,1176.2,844.1
"ycgJ",475.4,356.8,718.5,387.8,319.3,203.1,306.4,280,188.3,158.9,521.8,275.9,592.4,544.9,455.9,329.6,255.7,353.9,308.1,214.6,223.9,390.2,467.8,160.5
"pliG",77.2,197.3,874.9,294.4,156.5,298.9,382.5,389.4,28.9,60.1,221.6,148.4,101.4,60.9,193.9,928.4,57.6,220.3,396.3,648.9,64.2,70.6,251,239
"ycgL",616.9,598.9,625.1,419.3,715,575.5,692.9,645.5,215.8,182.5,389.6,253,640.5,606,667.6,431.9,444.4,571.9,516.8,500.7,404.5,299.3,345,216.5
"ycgM",NA,NA,NA,NA,NA,NA,NA,NA,155.5,246.5,613.8,352.4,NA,NA,NA,NA,NA,NA,NA,NA,386.2,340.3,407.2,322.8
"ycgN",709.7,463.2,652.3,597.7,739.2,290.6,333.2,523.6,292,98.3,357.3,250.8,569.4,363.8,490.8,980.1,314.8,376.8,409,401.8,182.6,321.8,221.7,311.6
"hlyE",63.2,89.6,1289.3,310.8,55.5,117.2,306.2,194.8,9.9,6.1,346.9,131.4,28.3,3.1,22.9,450.3,112.4,62.9,278.2,239.9,1.9,48.1,213.5,157.1
"umuD",86.2,179.8,176.1,213.4,126,222,85,239.4,78,39.2,188.4,150.6,96.7,117.7,135.2,332.8,16.3,185.4,288.5,308,94.4,77.6,157.9,174.7
"umuC",209.7,167.4,165,227.1,202.3,263.6,129.7,363.6,69.8,36.9,113.8,126.2,145.7,196.5,180.9,211.8,92.7,220,278.4,260.3,68.3,90.8,105.9,122.9
"dsbB",676.1,525,442.7,355.7,570,482.8,250.3,388.1,224.1,181.8,177.1,160.5,737.3,813.3,780.9,423.5,296.6,477.9,348.4,260.5,360.7,263.7,166.9,172.4
"nhaB",471.8,264.9,305.4,339.5,590.2,253.4,367,487.4,255.1,227,195.3,93,339.4,290.8,399.1,155.9,361.9,601.5,367.1,486.3,308.5,316.2,152.4,136.5
"fadR",774.6,938.7,669.5,1632.2,1187,1489.9,722.9,1078.3,348.4,315.9,284.6,203.5,756.4,800.2,849.6,625.2,832.4,1358,1153.2,790.6,481.5,395.9,283.9,299.6
"ycgB",83.1,178.6,2829,2709.2,147.2,358,1368.9,1798.2,15.3,19.5,1395.8,769.8,69.7,41.5,109.8,6609.2,137.5,206.6,1900.3,2136.1,53.2,163.3,1009.2,1240.1
"dadA",262.1,3168.6,1319.2,5454.7,233.3,4541.1,7050.8,8752.8,180.1,979.4,3890.5,1823.1,462.5,1179.2,5508.8,6483.6,407.8,3261.7,7882.3,8095.5,1636.3,1571.2,4075.9,3256.8
"dadX",34.8,945.4,412.5,1964.6,62.6,1286,1695.4,2210.3,129,323.3,1554.7,917.2,88.7,344,1919.4,1986.3,397.6,894.4,2034.3,1774.2,563.5,710.4,1579.9,1247.2
"cvrA",NA,NA,NA,NA,NA,NA,NA,NA,134.3,202.4,198.3,126.3,NA,NA,NA,NA,NA,NA,NA,NA,185.1,137.3,189.4,110
"ldcA",NA,NA,NA,NA,NA,NA,NA,NA,137.4,96.4,194.1,147.7,NA,NA,NA,NA,NA,NA,NA,NA,186.6,221.8,217.1,152.6
"emtA",962.7,846.3,601.8,276.1,516.2,381.2,400.5,408.9,293.1,136.9,239.7,158,838.7,644.7,930.6,664.6,237.1,421.8,430.1,734.3,230.6,322.9,185.1,252.1
"ycgR",87.3,1453.8,1627.4,334.8,167.6,177.7,809,206,26.5,653.2,472.5,54.9,248.8,1212.6,2430,1426.3,275.6,1178.6,1998.5,1973.2,192.8,79.3,745.9,384
"ymgE",93.2,273.6,2120.6,1251.7,80.6,474.4,2367.5,2073.5,6.9,15.6,594.1,328.5,46.5,27.4,141,4325.5,35.7,301.9,1747.9,1893.3,19.3,103.4,477.3,597.7
"ycgY",23.2,46.3,22.1,55,9.9,53.1,8.7,9.5,3.2,2.4,25.2,52.3,5.9,8.7,38.4,102.8,7.1,7.8,27.2,38,2.7,11.7,55.2,47.5
"treA",150.1,163.7,3428.4,2841.2,40.8,438.4,3055.8,3174.7,140,65.9,1886.8,757.5,115.9,58.6,102.8,2738.2,64.2,605.9,2886.2,3416.9,118.7,413.4,1562,1199.9
"dhaM",266.1,167.4,298,311.3,155.3,156.8,203.5,475.8,240.7,21.6,142,66.1,342,182.4,241.4,218.4,531.3,183.1,205.8,157.9,507.9,120.2,130.7,92.3
"dhaL",NA,NA,NA,NA,NA,NA,NA,NA,595.2,64.2,495.1,119.7,NA,NA,NA,NA,NA,NA,NA,NA,1086.6,161.9,374.4,188.4
"dhaK",NA,NA,NA,NA,NA,NA,NA,NA,582.5,81.5,430,116.1,NA,NA,NA,NA,NA,NA,NA,NA,1090.2,213.5,346.5,186.2
"dhaR",NA,NA,NA,NA,NA,NA,NA,NA,58.2,44.4,94.1,48.2,NA,NA,NA,NA,NA,NA,NA,NA,115,136.9,88.5,44.2
"ycgV",NA,NA,NA,NA,NA,NA,NA,NA,66.8,37.7,90.7,32.3,NA,NA,NA,NA,NA,NA,NA,NA,85.2,67.5,60.5,61.6
"ychF",1291.8,966,745.6,220.9,2380.8,768.8,643.9,659.9,717.7,326.8,425.5,192.3,1076.1,1581.4,953.1,336.6,748.7,766.7,451.6,409.5,560.2,579.2,245.8,267.8
"pth",1100.3,839.6,300,332.7,766.6,465,313.6,490.3,623.4,193.3,142.3,88.2,712.6,598.3,525,244.5,510.2,228.5,316.3,430.6,261.5,441.5,180.3,144.8
"ychH",222.1,1953.4,9491.2,8679.6,180.9,1371.1,6020.7,6259.7,138.4,513.7,1854.8,1069.2,76.8,756.3,2721.6,16937.3,466.7,2514.1,6653.8,7149.9,191,303,2221.2,2699.8
"dauA",442,251.8,105.7,168.7,509,223.3,102.3,133,146.7,35.6,47.6,66,146.4,271.4,150.1,132.6,174.2,160.9,176.8,147.4,87.2,122.7,35.4,91.6
"prs",2799.1,2106.4,977,688.1,3301.2,1763.5,1178,910.8,1110.9,1022.8,543.9,202.4,1956.6,3075.7,2196,317.9,4132.5,1736.5,570.5,480.9,956.9,752.3,322.6,249.2
"ispE",2556.7,2093.7,2081.8,1867.1,1960.7,2422,2711.7,3110,1511,695,1662.3,647,1462.6,2053.7,1859.2,820.8,1586.8,2251.2,2154.9,2138.4,1036.1,2114.4,1148.8,900.9
"lolB",956.4,1023.1,1251.2,1245.7,849.4,1046.6,1325.3,1956.8,372.7,356.6,796,315.2,692.3,941.1,898,1161,572.7,1146.8,1276.2,1767.4,562.8,576.7,790.5,834.3
"hemA",1419.7,1032.4,579.2,1528.9,1736.9,1519.6,1477.9,2130.3,613.6,484.9,930.1,511.8,1004,931.1,839.4,584.1,1394,1609.6,1493,1405.7,814.6,841.3,744.9,637.1
"prfA",789.9,503.7,466.5,635.9,511.8,181.4,195.5,389.4,238,177,351.9,176.2,409.7,456.4,696.8,204.4,545.3,332.8,144.6,96.5,276.8,343,370,197.1
"prmC",439.2,302.3,166.7,222.7,357.8,191.4,134.2,208.6,157.8,105.8,133.4,43.4,317.1,304.8,240.9,115.2,387.4,368.2,265.1,168.7,197.6,182.1,139.1,87.4
"ychQ",NA,NA,NA,NA,NA,NA,NA,NA,197.6,104.6,150.3,100.8,NA,NA,NA,NA,NA,NA,NA,NA,246.9,185.1,137.1,137
"ychA",859.6,455.1,314.2,488.5,667.6,238.3,453.8,737.3,340.1,204.8,258,165,682.4,613.8,416.6,211.2,465,502.4,340.8,426.5,348.8,396.2,283.1,201.1
"kdsA",1084.2,1029.2,872.1,568,1734.5,1166.8,907.6,894.8,477.8,436.3,422.3,199.4,840,1040,1026.9,484.7,1387,1261.2,766.1,793.4,534.5,417.5,346.8,286.4
"chaA",1288.2,486.2,244.7,289.9,1158.3,462.1,190.3,278.9,416.8,218.4,168.5,101.5,514.5,225,305.9,134.9,608,375,188.3,168.2,486.2,309.1,178.3,66.8
"chaB",344.2,644.9,1480.4,1176.5,409.6,961,2193.7,2768.5,16.1,165.3,777.9,491.8,270.6,369.2,381.3,2188.7,471.5,1156.6,2651,3005.7,246.6,404.9,632.1,720.5
"chaC",495,366,548.6,691.9,461.1,623.1,692,1456.1,183.1,83.1,330.8,394.8,185.9,178.5,278.4,746.5,263,403.1,637.2,1028,163.1,325.6,372.8,477
"ychN",723.9,1249.4,4079.3,1830.9,1226.8,2122.4,3035.7,2238.8,290.9,437,1393.1,692.2,692.3,1075.6,2388.5,3094.3,482,3456.8,3443.9,1947.2,664.3,579.2,1231.7,734.4
"ychO",183.5,145.4,224.2,51,71.9,287.2,47.6,436.1,16.7,13.2,56.9,61.7,35.8,36.6,120,30.3,136.2,277.5,96.5,78.4,139.7,77.8,118.9,120.8
"narL",1181,1626.7,2655.8,357.3,713.2,693,1275.8,364,279.1,422.8,839.1,152.1,477.9,721.1,844.5,633.4,361.8,623.7,506.9,386.1,326.3,397,431.9,294.4
"narX",763.5,761.4,786.8,74.3,684.5,590.9,849.3,467.3,253.5,266.5,426.3,115.2,434.2,396.7,550.3,336.6,645.1,871.9,462.2,400.2,286.7,295.5,219.9,111.4
"narK",104.1,317.9,733.9,221.9,162.8,319.6,4201.5,310.2,79,242.3,535.4,59,46.8,203.7,310.7,291.8,455.3,1175.7,345.5,187.2,30.3,102.3,92.1,63.8
"narG",60.6,258.2,962.2,288.2,38,279.8,984.9,61.9,88.7,109.2,330.7,42.2,42.1,120.1,110.7,75.2,487.7,419.1,307.1,61.1,7.8,100.4,82.8,5.7
"narH",182,255.5,976.7,291.1,134.2,429.1,1295.5,323.3,96,98.4,405.7,64.4,140.1,182.2,197.1,196.9,549.8,477.1,305.9,179.7,74.6,127.4,119,80.5
"narJ",255.9,278.1,882.1,368.7,161.8,574.4,1871.2,589.1,120.4,252.5,491.6,109.8,292.3,298.1,390.9,476.8,829.8,868.9,792.8,702.8,152.5,155.8,167.3,141.5
"narI",66.9,94.1,618,157.4,40.8,50.6,503.7,127.4,46.6,49.3,248.2,43.3,67.3,23.3,97.9,103.1,433.4,335,68.7,96.4,41.7,62.1,82.3,37.6
"ychS",NA,NA,NA,NA,NA,NA,NA,NA,9.7,2.4,13.2,3.3,NA,NA,NA,NA,NA,NA,NA,NA,3.4,9,8.5,5.2
"tpr",773,400.3,408,463.4,2009.7,714,867.1,388.9,94.8,85.8,172.1,97.7,1914.3,843.7,901.6,513.6,780.4,939,504.1,440.7,91.6,165.8,127,60
"tyrV",8282.7,4830.7,2944.1,3249.9,23431.8,12033.4,5492.3,2121.8,803.4,1138.8,986.7,1125.4,14763,14902.9,16037.5,15346.5,22159.3,15383.5,13160,5359.3,2328.6,1278.9,1205.7,1066.6
"tyrT",7848.6,4714.7,3220.6,3638.1,23099.4,12181.8,6216.5,2328.2,552.6,574.3,652.2,750.2,20076.7,14603.4,16219.6,15293.5,22937.1,16446.5,14316.5,6862.9,1038.9,811.1,778.4,702.1
"purU",1028.5,318.7,133.1,308,832.7,272.8,416.3,334.6,387.4,157.1,250.6,205.7,2210.6,1120.5,1091.2,163.7,678.7,392.7,309.7,356.2,445.4,302.3,298.1,198.6
"ychJ",552.7,664.5,145.2,140.2,786.7,613.2,259.9,316.6,300.5,201.1,165.8,143.2,989.7,711.3,511.1,156.9,604.6,731.3,294.7,169.5,465.5,209.6,180.6,142.5
"rssA",305.8,285,233.6,833.5,235.4,392.6,433.8,851.3,173.8,54.7,360.1,344.9,362.5,280.6,260.2,340.3,178,371.6,552.4,664.3,242,293,271.6,368.7
"rssB",223.8,120.8,351.9,994.8,50.4,257.5,655.9,1203.6,65.2,61,331.3,319.4,166.2,149.5,146.5,729.9,165.5,196.7,641.5,666.5,119.4,208.7,306,268.4
"galU",754.4,811,1788.4,692.5,786.4,451.6,962.6,338.9,232.9,266.4,453.2,337.1,1131,1115.6,1133.4,445.7,699.6,980.1,775.2,271.6,455.6,360.9,356.1,174.4
"hns",15698.9,15434.4,18257.6,26136.9,21343,11324,22916,12721.9,3692.6,5755,6548.2,4285.8,20571.9,19889.3,20545.3,24791.1,15790.7,24704,25288.7,11943.1,7099.4,4856.6,6514.5,4805.7
"tdk",1099.1,833.7,215.5,219.5,885.7,227,135.2,198.8,227.5,207.2,124.9,127.1,717.4,674.3,414.7,189.8,347,377.6,362.7,236.4,221.7,219.6,138.7,77.1
"adhE",1913,5026.6,10318.4,15999.2,2070.3,3998.6,8153.8,22290.1,1336.3,1289,3108.3,2726.4,1772.7,4048.6,6610.2,15946.6,3186.5,4985.5,14330,22286.1,1595.4,2285.4,4514.1,6034
"ychE",219.8,209.7,182.9,274.9,354.5,163.5,301.4,151.7,102.5,36.6,163.5,119.4,90.7,188.9,263.2,162,253.6,346.8,94.3,323.2,88.5,155.7,65.7,61.3
"oppA",1745.1,637.3,5401.2,5321.8,1302.1,367.1,3680.5,1436.1,544.7,657.9,2599.9,551.9,4833.1,2552.9,7193.7,625.4,1016.9,1113.4,3691.9,2866.2,1039.1,1117.2,2360.9,1864.5
"oppB",1451.5,225.4,1302.4,1762.9,1164.2,386.4,1285.6,746.7,479,475.1,1034.1,186.6,879.4,288.9,277.8,160.7,905,831.9,1488.3,656.6,829.1,724.3,1176.6,828.4
"oppC",1560.7,539.2,1977.6,1443.2,1366.5,506.2,2361.8,1341.7,689.2,575.2,1365,160.3,887.8,476,491,252.4,960.2,1338.5,1818.6,968.8,884.3,902.5,1330,642.6
"oppD",1199.5,489.7,1861.2,1313.2,835.1,292.5,1796.6,1008.3,478.2,375.7,1014.6,148.2,1041.4,418,492.5,266.9,648.8,1041.4,1520.5,573.3,610.8,564.2,968.8,520.7
"oppF",910.7,479.4,1388.3,1184.3,802.8,487.2,1500.3,907.2,219.9,283.6,888.3,119.5,862.7,322.8,404.2,130,1018.8,1205.8,1969.4,1001.6,339.5,386.5,682.3,459.2
"yciU",NA,NA,NA,NA,NA,NA,NA,NA,500.6,417.1,439.4,292.4,NA,NA,NA,NA,NA,NA,NA,NA,648.3,323.6,556.9,748.2
"clsA",485.1,491.4,1033.6,783.3,316.8,446.9,629.9,767.9,172.7,132.9,594.3,244,443.7,375.6,527,841.8,297.4,505.6,938.3,664.3,368.5,363.7,359.8,381.4
"kch",174.1,228.7,549.7,580,145.2,260.7,548.6,387.8,32.6,126.9,252.9,172.3,379.5,341.1,501.6,415.5,163.9,487.7,363.4,189.9,240.3,104.6,359.3,248.5
"yciI",361.7,530.6,1644.3,916.7,325.4,699.1,1123.4,943.6,90.1,165,550.1,210.2,220.6,695.8,904.1,718.5,317.8,717.1,675.5,729.6,352.2,256.7,345.7,183.2
"tonB",1251.3,538.2,376.8,1319.2,1675.8,951.8,657.3,2565.8,550.9,269.3,271.5,483.2,1177.3,647.1,719.4,882.3,652.2,1098.3,1208.2,1541.3,661.9,626.9,524.6,725
"yciA",2446.8,906.1,204.8,561.9,3763.7,722.3,465.5,894.3,782.2,436.6,410.7,299.9,2497,1820.1,893.8,474,2090.4,865.9,586,497.3,685.6,681.8,332.9,212.2
"yciB",1752.6,1220,537.7,906.2,949.2,493.4,492.5,855.8,646.5,298.9,481.5,265.5,1023.6,822.2,678.5,747.2,583.1,451.7,427.3,572.4,508.6,546.3,322.2,603.2
"yciC",1936.7,1367.4,730.2,1419.3,1423.6,860.4,918.5,1351.4,711.2,333.2,619.9,448,1101.4,1019.4,794,908.1,602.3,513.3,614.4,821,539.5,598.5,434.5,608.7
"ompW",197.4,651.7,19918.9,414.7,291.7,456,4829.7,548.6,141.8,408,1305.8,204.3,178.6,649.6,1259.4,2097.4,841.6,1298.1,1374.8,683,203.1,267.5,600.4,172
"yciE",98,54.8,622.3,259.9,41.8,107.5,319.7,268.2,23,16.4,593.3,324.1,92.3,65.3,48.6,227.1,73.7,63,188.5,255.2,14.2,124.5,381.5,138.1
"yciF",86.9,182.3,1086.2,431.2,28.1,36.8,1906.2,1200.8,87.7,22.2,1544.4,661.5,22.3,17.8,113.9,647.3,23.8,74,731.9,1308.5,11.5,271,814.8,444.2
"yciG",107.8,197.6,1330.5,2078.5,111.1,395.9,2803.9,2434,46.5,41.8,1531.4,1079.3,108,93.8,343.8,6512.3,223.8,533.1,2251.9,4374.5,110.9,201.9,1167.3,1682
"trpA",299.9,461.1,631.9,568.5,235.9,457.6,2467.5,388,113.1,110.9,582.6,123.5,379.9,346.9,428.7,354.4,218.4,448.8,404.7,473.7,193.2,231.1,203.8,221.8
"trpB",277.2,328.9,668.3,564.4,257.2,408.2,2880.1,593.2,111,79.8,1051,131.5,194.7,344.3,389.6,385,237.3,265.8,577.1,792,239.1,257.8,339.3,401.3
"trpC",145.6,257.6,262.6,492.6,234.8,474.5,1155.7,442.3,111.9,90.2,492.5,92.4,142.9,154,185.3,169,342,287.4,485.9,488.8,217.2,198.1,228.4,278.1
"trpD",247.4,390.3,445.1,368,231.8,401.1,1059.4,409.5,80.1,106.5,374,103.6,233.5,293.9,393.6,389.5,280.3,283.9,256.4,377,407.7,218,263.4,375.6
"trpE",69.1,149.9,188.7,290.3,129,202.4,523.9,194.5,69.9,60,240.7,60.1,138.9,137.4,112.3,102.4,192.8,224.9,97.1,481.4,89.5,77.6,107.8,163.7
"trpL",60.6,135.2,74.4,262.2,19.4,253,450.8,125.3,12,14.6,254.3,97.4,62.5,94.8,68.7,255.3,31.3,115.6,153.1,197.3,19.4,46,50.5,78.4
"rnm",1371.1,1085.8,2105.8,1469.2,1679.8,1793.7,2482.6,3662.9,367.6,442.4,1420.5,437.8,1475.1,982.2,871.3,2573.4,1710.3,2519.3,3094.8,3710.1,605.9,542.2,852.1,962.7
"yciO",755.6,1226.7,2359.6,975.1,758.2,794.8,1487.7,1368.9,370.4,366.5,1010.3,349.9,703.4,852.9,852.9,2130.2,462.3,870,1290.2,912.2,496.3,404.3,595.8,541.3
"yciQ",11,15.7,67.9,27.6,31.9,59.9,96.1,146.3,5.6,3.7,24.3,55.7,24.9,13.4,17.6,216.2,22.4,65.2,59,56.2,7.9,11.1,80.2,50.2
"rluB",1314.7,1120.3,448.2,618.1,2369.5,623.9,358.9,711.1,819.6,478.9,533.6,344.5,1962.4,1395,1609.9,835.4,1766.6,1130.4,489.1,372,637.9,729.5,416.1,332.8
"btuR",268.1,528,389.8,392.8,413.9,631,399.3,634.5,122.9,160.7,227.6,146.8,319.3,360.4,461.5,252.4,375.5,323.9,406.1,453.3,232.9,193.9,196.1,201.6
"yciK",404.7,778.2,991.5,508.9,558.8,812.2,751.3,867.9,280.4,362.9,491,164.6,472.5,734.1,769.1,413.8,445.6,559.5,592.8,733.8,370.2,334.4,402.2,307.9
"sohB",985.2,1016.1,1285.1,1118.3,893.6,979.6,812.6,857.6,250.3,218.8,408.5,255.9,712.7,851.4,1047.2,829.4,409.7,729.7,812.1,376.8,253.9,378.5,310.9,290.3
"yciN",1100.8,1527.2,2597.9,2126.5,1338.8,999.5,1062.6,1113,462.3,368.1,544.2,610.5,1112.9,1154.5,1238,2081,1032.7,1209.7,1211.1,1276.5,611.8,438.5,595.6,929.7
"topA",1334,1096.2,1097.3,555.2,1228.6,903.1,608.7,674,318.9,233.3,333.8,140.6,1257,1065.4,1098.5,547.2,675.1,738.4,650.3,533,407.3,415.3,228.7,211.5
