tf,tg,score
soxS,1285,0.787
arcA,1285,0.702
fis,2132,0.848
arcA,2132,0.806
dnaA,2132,0.755
ompR,2132,0.794
crp,2132,0.775
fnr,2132,0.744
malT,2132,0.861
glpR,2132,0.742
metJ,2132,0.773
fadR,2132,0.787
lexA,2132,0.719
dnaA,2132,0.755
lrp,2132,0.757
cpxR,2132,0.755
cspA,2132,0.723
fis,2132,0.848
ompR,2132,0.794
hns,2132,0.763
metR,2132,0.719
glpR,2132,0.742
lrp,2132,0.757
hns,2132,0.763
fnr,2132,0.744
cytR,2132,0.722
metR,2132,0.719
soxS,2132,0.702
cspA,2132,0.723
metJ,2132,0.773
cpxR,2132,0.755
cytR,2132,0.722
soxS,2132,0.702
arcA,2132,0.806
crp,2132,0.775
malT,2132,0.861
fadR,2132,0.787
lexA,2132,0.719
rpoN,1284,0.711
fnr,1284,0.77
malT,1284,0.823
ompR,1284,0.707
malT,1284,0.823
rpoN,1284,0.711
dnaA,1284,0.799
iclR,1284,0.729
pdhR,1284,0.756
fur,1284,0.744
nagC,1284,0.722
cspA,1284,0.785
lrp,1284,0.714
iclR,1284,0.729
narL,1284,0.811
crp,1284,0.791
metJ,1284,0.704
fadR,1284,0.78
glpR,1284,0.708
fur,1284,0.744
narP,1284,0.815
cytR,1284,0.723
ompR,1284,0.707
narL,1284,0.811
cynR,1284,0.733
nagC,1284,0.722
dnaA,1284,0.799
metR,1284,0.868
cytR,1284,0.723
glpR,1284,0.708
tyrR,1284,0.769
pdhR,1284,0.756
cspA,1284,0.785
hns,1284,0.834
soxS,1284,0.829
fnr,1284,0.77
fadR,1284,0.78
hns,1284,0.834
arcA,1284,0.828
metR,1284,0.868
cynR,1284,0.733
crp,1284,0.791
narP,1284,0.815
metJ,1284,0.704
tyrR,1284,0.769
soxS,1284,0.829
arcA,1284,0.828
rpoN,2131,0.777
ompR,2131,0.713
crp,2131,0.712
fnr,2131,0.708
rpoN,2131,0.777
glpR,2131,0.751
torR,2131,0.737
cpxR,2131,0.706
ilvY,2131,0.754
cspA,2131,0.746
phoB,2131,0.86
ompR,2131,0.713
hns,2131,0.733
torR,2131,0.737
metR,2131,0.718
glpR,2131,0.751
hns,2131,0.733
cynR,2131,0.756
fnr,2131,0.708
cytR,2131,0.775
soxS,2131,0.785
metR,2131,0.718
cspA,2131,0.746
phoB,2131,0.86
cytR,2131,0.775
cpxR,2131,0.706
ilvY,2131,0.754
soxS,2131,0.785
crp,2131,0.712
cynR,2131,0.756
fnr,1283,0.721
malT,1283,0.744
ompR,1283,0.78
malT,1283,0.744
cpxR,1283,0.73
dnaA,1283,0.702
iclR,1283,0.729
nagC,1283,0.713
cspA,1283,0.8
argR,1283,0.768
lrp,1283,0.932
narL,1283,0.725
iclR,1283,0.729
cpxR,1283,0.73
galR,1283,0.706
fadR,1283,0.717
galR,1283,0.706
glpR,1283,0.718
fis,1283,0.733
argR,1283,0.768
narP,1283,0.778
cytR,1283,0.803
narL,1283,0.725
ompR,1283,0.78
nagC,1283,0.713
cynR,1283,0.733
dnaA,1283,0.702
cytR,1283,0.803
glpR,1283,0.718
tyrR,1283,0.763
cspA,1283,0.8
hns,1283,0.772
soxS,1283,0.724
fnr,1283,0.721
fadR,1283,0.717
hns,1283,0.772
arcA,1283,0.744
cynR,1283,0.733
narP,1283,0.778
tyrR,1283,0.763
soxS,1283,0.724
arcA,1283,0.744
dnaA,2130,0.769
ompR,2130,0.779
crp,2130,0.713
malT,2130,0.812
lexA,2130,0.795
dnaA,2130,0.769
lrp,2130,0.728
torR,2130,0.809
ilvY,2130,0.737
cspA,2130,0.7
phoB,2130,0.786
ompR,2130,0.779
hns,2130,0.745
torR,2130,0.809
metR,2130,0.719
tyrR,2130,0.735
lrp,2130,0.728
hns,2130,0.745
soxS,2130,0.785
metR,2130,0.719
cspA,2130,0.7
phoB,2130,0.786
tyrR,2130,0.735
ilvY,2130,0.737
soxS,2130,0.785
arcA,2130,0.817
crp,2130,0.713
malT,2130,0.812
lexA,2130,0.795
fnr,1282,0.839
malT,1282,0.807
ompR,1282,0.737
malT,1282,0.807
cspA,1282,0.762
torR,1282,0.791
narL,1282,0.732
crp,1282,0.705
glpR,1282,0.745
narP,1282,0.725
cytR,1282,0.835
narL,1282,0.732
ompR,1282,0.737
torR,1282,0.791
metR,1282,0.717
marR,1282,0.758
cytR,1282,0.835
glpR,1282,0.745
cspA,1282,0.762
hns,1282,0.842
soxS,1282,0.753
fnr,1282,0.839
marR,1282,0.758
hns,1282,0.842
arcA,1282,0.76
metR,1282,0.717
crp,1282,0.705
narP,1282,0.725
soxS,1282,0.753
arcA,1282,0.76
rpoN,1281,0.774
fnr,1281,0.726
malT,1281,0.795
ompR,1281,0.73
malT,1281,0.795
cpxR,1281,0.777
dnaA,1281,0.743
iclR,1281,0.708
pdhR,1281,0.707
purR,1281,0.776
argR,1281,0.722
lacI,1281,0.716
lrp,1281,0.786
torR,1281,0.707
narL,1281,0.72
iclR,1281,0.708
metJ,1281,0.74
cpxR,1281,0.777
glpR,1281,0.811
fis,1281,0.727
lacI,1281,0.716
fis,1281,0.727
argR,1281,0.722
cytR,1281,0.703
ompR,1281,0.73
narL,1281,0.72
dnaA,1281,0.743
metR,1281,0.788
torR,1281,0.707
cytR,1281,0.703
purR,1281,0.776
glpR,1281,0.811
tyrR,1281,0.709
pdhR,1281,0.707
phoB,1281,0.805
hns,1281,0.773
soxS,1281,0.728
fnr,1281,0.726
hns,1281,0.773
arcA,1281,0.731
metR,1281,0.788
phoB,1281,0.805
metJ,1281,0.74
arcA,1281,0.731
tyrR,1281,0.709
soxS,1281,0.728
rpoN,1280,0.703
fnr,1280,0.703
malT,1280,0.807
ompR,1280,0.796
malT,1280,0.807
cpxR,1280,0.707
iclR,1280,0.708
pdhR,1280,0.78
lrp,1280,0.723
iclR,1280,0.708
crp,1280,0.754
cpxR,1280,0.707
galR,1280,0.707
fadR,1280,0.7
glpR,1280,0.74
galR,1280,0.707
cytR,1280,0.719
ompR,1280,0.796
cytR,1280,0.719
glpR,1280,0.74
tyrR,1280,0.738
pdhR,1280,0.78
hns,1280,0.797
soxS,1280,0.721
fadR,1280,0.7
fnr,1280,0.703
hns,1280,0.797
arcA,1280,0.762
crp,1280,0.754
arcA,1280,0.762
tyrR,1280,0.738
soxS,1280,0.721
fis,2129,0.709
arcA,2129,0.708
dnaA,2129,0.759
rpoN,2129,0.731
argR,2129,0.764
ompR,2129,0.714
crp,2129,0.799
nagC,2129,0.7
rpoN,2129,0.731
fur,2129,0.758
fnr,2129,0.713
glpR,2129,0.76
dnaA,2129,0.759
narL,2129,0.747
iclR,2129,0.813
torR,2129,0.755
lrp,2129,0.755
cpxR,2129,0.715
pdhR,2129,0.707
ilvY,2129,0.719
cspA,2129,0.808
ompR,2129,0.714
narL,2129,0.747
fis,2129,0.709
argR,2129,0.764
metR,2129,0.887
glpR,2129,0.76
torR,2129,0.755
hns,2129,0.725
tyrR,2129,0.809
lrp,2129,0.755
hns,2129,0.725
fnr,2129,0.713
cytR,2129,0.864
metR,2129,0.887
cspA,2129,0.808
soxS,2129,0.721
pdhR,2129,0.707
cpxR,2129,0.715
arcA,2129,0.708
cytR,2129,0.864
crp,2129,0.799
soxS,2129,0.721
fur,2129,0.758
ilvY,2129,0.719
tyrR,2129,0.809
iclR,2129,0.813
nagC,2129,0.7
fis,2128,0.723
arcA,2128,0.721
dnaA,2128,0.705
deoR,2128,0.723
ompR,2128,0.739
crp,2128,0.833
nagC,2128,0.79
fur,2128,0.816
fnr,2128,0.78
malT,2128,0.733
galR,2128,0.712
lexA,2128,0.725
gcvA,2128,0.71
dnaA,2128,0.705
narL,2128,0.718
deoR,2128,0.723
lrp,2128,0.724
gcvA,2128,0.71
lexA,2128,0.725
cpxR,2128,0.708
pdhR,2128,0.78
ilvY,2128,0.719
galR,2128,0.712
phoB,2128,0.751
cspA,2128,0.823
ompR,2128,0.739
narL,2128,0.718
fis,2128,0.723
metR,2128,0.741
hns,2128,0.74
tyrR,2128,0.753
lrp,2128,0.724
fnr,2128,0.78
hns,2128,0.74
cynR,2128,0.733
cytR,2128,0.735
metR,2128,0.741
cspA,2128,0.823
pdhR,2128,0.78
soxS,2128,0.735
phoB,2128,0.751
cpxR,2128,0.708
arcA,2128,0.721
cytR,2128,0.735
crp,2128,0.833
soxS,2128,0.735
fur,2128,0.816
ilvY,2128,0.719
malT,2128,0.733
tyrR,2128,0.753
cynR,2128,0.733
nagC,2128,0.79
torR,850,0.791
dnaA,850,0.825
deoR,850,0.717
cytR,850,0.701
narL,850,0.737
metR,850,0.796
cspA,850,0.731
glpR,850,0.71
cytR,850,0.701
ompR,850,0.704
pdhR,850,0.854
hns,850,0.786
soxS,850,0.728
hns,850,0.786
fnr,850,0.713
metR,850,0.796
arcA,850,0.72
soxS,850,0.728
dnaA,850,0.825
ompR,850,0.704
rpoN,850,0.703
fnr,850,0.713
arcA,850,0.72
deoR,850,0.717
cspA,850,0.731
pdhR,850,0.854
narL,850,0.737
lrp,850,0.751
torR,850,0.791
glpR,850,0.71
rpoN,850,0.703
fis,2127,0.702
arcA,2127,0.803
dnaA,2127,0.753
ada,2127,0.711
argR,2127,0.702
ompR,2127,0.757
crp,2127,0.712
nagC,2127,0.706
fur,2127,0.732
malT,2127,0.805
glpR,2127,0.709
ada,2127,0.711
metJ,2127,0.712
fadR,2127,0.769
lexA,2127,0.727
dnaA,2127,0.753
iclR,2127,0.708
lrp,2127,0.71
lexA,2127,0.727
cpxR,2127,0.708
pdhR,2127,0.732
ilvY,2127,0.702
phoB,2127,0.708
cspA,2127,0.7
ompR,2127,0.757
fis,2127,0.702
argR,2127,0.702
metR,2127,0.804
glpR,2127,0.709
hns,2127,0.903
lrp,2127,0.71
hns,2127,0.903
cynR,2127,0.711
cytR,2127,0.703
metR,2127,0.804
cspA,2127,0.7
pdhR,2127,0.732
soxS,2127,0.775
phoB,2127,0.708
cpxR,2127,0.708
arcA,2127,0.803
cytR,2127,0.703
metJ,2127,0.712
crp,2127,0.712
soxS,2127,0.775
fur,2127,0.732
ilvY,2127,0.702
malT,2127,0.805
iclR,2127,0.708
fadR,2127,0.769
cynR,2127,0.711
nagC,2127,0.706
rpoN,1279,0.76
malT,1279,0.728
cpxR,1279,0.765
ompR,1279,0.735
nagC,1279,0.721
lrp,1279,0.759
crp,1279,0.712
cpxR,1279,0.765
fadR,1279,0.915
glpR,1279,0.71
soxS,1279,0.791
cytR,1279,0.71
ompR,1279,0.735
cynR,1279,0.733
nagC,1279,0.721
cytR,1279,0.71
glpR,1279,0.71
tyrR,1279,0.81
hns,1279,0.749
fadR,1279,0.915
arcA,1279,0.706
hns,1279,0.749
cynR,1279,0.733
crp,1279,0.712
soxS,1279,0.791
arcA,1279,0.706
nagC,851,0.777
dnaA,851,0.751
cytR,851,0.718
narL,851,0.777
purR,851,0.745
metR,851,0.815
cspA,851,0.762
glpR,851,0.726
cytR,851,0.718
ompR,851,0.795
hns,851,0.765
narP,851,0.77
soxS,851,0.711
hns,851,0.765
fnr,851,0.705
iclR,851,0.708
metR,851,0.815
arcA,851,0.704
soxS,851,0.711
fur,851,0.748
crp,851,0.721
dnaA,851,0.751
ompR,851,0.795
fnr,851,0.705
malT,851,0.702
arcA,851,0.704
malT,851,0.702
nagC,851,0.777
cspA,851,0.762
purR,851,0.745
crp,851,0.721
narL,851,0.777
lrp,851,0.702
galR,851,0.707
lrp,851,0.702
fur,851,0.748
iclR,851,0.708
glpR,851,0.726
narP,851,0.77
galR,851,0.707
fis,2126,0.724
arcA,2126,0.718
ompR,2126,0.746
malT,2126,0.881
fnr,2126,0.811
glpR,2126,0.722
fadR,2126,0.784
narL,2126,0.719
iclR,2126,0.75
torR,2126,0.724
lrp,2126,0.722
cpxR,2126,0.786
cspA,2126,0.738
narL,2126,0.719
ompR,2126,0.746
fis,2126,0.724
metR,2126,0.793
glpR,2126,0.722
torR,2126,0.724
hns,2126,0.811
tyrR,2126,0.84
lrp,2126,0.722
fnr,2126,0.811
hns,2126,0.811
cytR,2126,0.805
metR,2126,0.793
cspA,2126,0.738
soxS,2126,0.816
cpxR,2126,0.786
arcA,2126,0.718
cytR,2126,0.805
fadR,2126,0.784
soxS,2126,0.816
malT,2126,0.881
iclR,2126,0.75
tyrR,2126,0.84
nagC,852,0.708
cytR,852,0.811
narL,852,0.877
cpxR,852,0.706
metR,852,0.714
tyrR,852,0.74
cspA,852,0.723
glpR,852,0.714
cytR,852,0.811
ompR,852,0.715
hns,852,0.764
ada,852,0.726
argR,852,0.751
narP,852,0.776
soxS,852,0.7
hns,852,0.764
fnr,852,0.897
iclR,852,0.792
metR,852,0.714
metJ,852,0.723
arcA,852,0.74
soxS,852,0.7
fur,852,0.757
cpxR,852,0.706
crp,852,0.848
tyrR,852,0.74
ompR,852,0.715
fnr,852,0.897
ada,852,0.726
malT,852,0.805
arcA,852,0.74
malT,852,0.805
nagC,852,0.708
cspA,852,0.723
argR,852,0.751
crp,852,0.848
narL,852,0.877
lrp,852,0.751
metJ,852,0.723
fur,852,0.757
iclR,852,0.792
glpR,852,0.714
narP,852,0.776
malT,1278,0.797
ompR,1278,0.72
dnaA,1278,0.748
fur,1278,0.736
nagC,1278,0.721
cspA,1278,0.785
lrp,1278,0.726
crp,1278,0.716
narL,1278,0.733
ilvY,1278,0.719
glpR,1278,0.76
fis,1278,0.768
fur,1278,0.736
soxS,1278,0.706
fis,1278,0.768
cytR,1278,0.703
ompR,1278,0.72
narL,1278,0.733
cynR,1278,0.778
nagC,1278,0.721
dnaA,1278,0.748
cytR,1278,0.703
glpR,1278,0.76
tyrR,1278,0.703
cspA,1278,0.785
ilvY,1278,0.719
tyrR,1278,0.703
hns,1278,0.716
arcA,1278,0.78
hns,1278,0.716
cynR,1278,0.778
crp,1278,0.716
soxS,1278,0.706
arcA,1278,0.78
dnaA,2125,0.791
rpoN,2125,0.703
ompR,2125,0.775
nagC,2125,0.785
rpoN,2125,0.703
malT,2125,0.807
fur,2125,0.714
fnr,2125,0.713
galR,2125,0.717
glpR,2125,0.77
metJ,2125,0.714
fadR,2125,0.78
narP,2125,0.707
gcvA,2125,0.708
dnaA,2125,0.791
iclR,2125,0.813
narL,2125,0.722
torR,2125,0.724
lrp,2125,0.712
gcvA,2125,0.708
cpxR,2125,0.725
pdhR,2125,0.756
galR,2125,0.717
phoB,2125,0.705
cspA,2125,0.785
ompR,2125,0.775
narL,2125,0.722
metR,2125,0.813
glpR,2125,0.77
torR,2125,0.724
hns,2125,0.966
tyrR,2125,0.726
lrp,2125,0.712
hns,2125,0.966
fnr,2125,0.713
cynR,2125,0.8
cytR,2125,0.713
metR,2125,0.813
cspA,2125,0.785
pdhR,2125,0.756
soxS,2125,0.755
narP,2125,0.707
phoB,2125,0.705
cpxR,2125,0.725
arcA,2125,0.74
metJ,2125,0.714
fadR,2125,0.78
cytR,2125,0.713
fur,2125,0.714
soxS,2125,0.755
iclR,2125,0.813
malT,2125,0.807
tyrR,2125,0.726
cynR,2125,0.8
nagC,2125,0.785
rpoN,1277,0.728
malT,1277,0.754
deoR,1277,0.731
malT,1277,0.754
cpxR,1277,0.832
ompR,1277,0.765
dnaA,1277,0.801
iclR,1277,0.708
cspA,1277,0.731
lrp,1277,0.725
iclR,1277,0.708
narL,1277,0.716
cpxR,1277,0.832
galR,1277,0.702
fadR,1277,0.837
glpR,1277,0.788
fis,1277,0.713
galR,1277,0.702
deoR,1277,0.731
soxS,1277,0.709
fis,1277,0.713
narP,1277,0.717
cytR,1277,0.864
ompR,1277,0.765
narL,1277,0.716
metR,1277,0.729
dnaA,1277,0.801
cytR,1277,0.864
glpR,1277,0.788
phoB,1277,0.775
cspA,1277,0.731
hns,1277,0.83
fadR,1277,0.837
arcA,1277,0.75
metR,1277,0.729
hns,1277,0.83
soxS,1277,0.709
narP,1277,0.717
phoB,1277,0.775
arcA,1277,0.75
rpoN,1277,0.728
torR,853,0.737
nagC,853,0.759
cytR,853,0.805
fis,853,0.749
tyrR,853,0.765
cspA,853,0.762
glpR,853,0.704
cytR,853,0.805
pdhR,853,0.732
ompR,853,0.831
hns,853,0.812
soxS,853,0.772
hns,853,0.812
fadR,853,0.707
arcA,853,0.704
soxS,853,0.772
fhlA,853,0.702
tyrR,853,0.765
ompR,853,0.831
rpoN,853,0.751
malT,853,0.75
arcA,853,0.704
malT,853,0.75
nagC,853,0.759
cspA,853,0.762
pdhR,853,0.732
fadR,853,0.707
fhlA,853,0.702
torR,853,0.737
fis,853,0.749
glpR,853,0.704
rpoN,853,0.751
arcA,2124,0.706
purR,2124,0.727
dnaA,2124,0.754
rpoN,2124,0.751
ompR,2124,0.7
nagC,2124,0.702
rpoN,2124,0.751
malT,2124,0.807
galR,2124,0.726
fadR,2124,0.822
gcvA,2124,0.735
dnaA,2124,0.754
torR,2124,0.737
lrp,2124,0.739
gcvA,2124,0.735
purR,2124,0.727
galR,2124,0.726
hipB,2124,0.709
ompR,2124,0.7
hipB,2124,0.709
metR,2124,0.812
torR,2124,0.737
tyrR,2124,0.774
hns,2124,0.762
lrp,2124,0.739
hns,2124,0.762
cytR,2124,0.791
metR,2124,0.812
soxS,2124,0.705
arcA,2124,0.706
fadR,2124,0.822
cytR,2124,0.791
soxS,2124,0.705
malT,2124,0.807
tyrR,2124,0.774
nagC,2124,0.702
rpoN,1276,0.752
malT,1276,0.807
cpxR,1276,0.705
ompR,1276,0.876
dnaA,1276,0.742
iclR,1276,0.813
pdhR,1276,0.756
fur,1276,0.724
cspA,1276,0.746
iclR,1276,0.813
lrp,1276,0.746
gcvA,1276,0.759
narL,1276,0.753
cpxR,1276,0.705
lexA,1276,0.752
fis,1276,0.71
fur,1276,0.724
soxS,1276,0.737
fis,1276,0.71
cytR,1276,0.875
narL,1276,0.753
ompR,1276,0.876
cynR,1276,0.756
metR,1276,0.737
dnaA,1276,0.742
lexA,1276,0.752
cytR,1276,0.875
tyrR,1276,0.758
pdhR,1276,0.756
cspA,1276,0.746
tyrR,1276,0.758
hns,1276,0.889
arcA,1276,0.751
hns,1276,0.889
metR,1276,0.737
cynR,1276,0.756
soxS,1276,0.737
arcA,1276,0.751
rpoN,1276,0.752
torR,854,0.724
dnaA,854,0.773
galR,854,0.702
lexA,854,0.703
cytR,854,0.748
narL,854,0.727
cpxR,854,0.71
fis,854,0.701
metR,854,0.766
tyrR,854,0.746
cspA,854,0.738
phoB,854,0.723
glpR,854,0.899
cytR,854,0.748
pdhR,854,0.707
ompR,854,0.768
hns,854,0.937
narP,854,0.709
soxS,854,0.717
hns,854,0.937
cynR,854,0.711
metR,854,0.766
fadR,854,0.711
phoB,854,0.723
metJ,854,0.838
arcA,854,0.704
soxS,854,0.717
fur,854,0.778
cpxR,854,0.71
cynR,854,0.711
crp,854,0.701
tyrR,854,0.746
dnaA,854,0.773
ompR,854,0.768
rpoN,854,0.731
arcA,854,0.704
cspA,854,0.738
pdhR,854,0.707
crp,854,0.701
fadR,854,0.711
narL,854,0.727
galR,854,0.702
lrp,854,0.742
metJ,854,0.838
fur,854,0.778
gcvA,854,0.718
torR,854,0.724
lexA,854,0.703
fis,854,0.701
glpR,854,0.899
rpoN,854,0.731
narP,854,0.709
fis,2123,0.719
arcA,2123,0.792
rpoN,2123,0.703
rpoE,2123,0.706
ompR,2123,0.775
rpoE,2123,0.706
rpoN,2123,0.703
metJ,2123,0.708
iclR,2123,0.708
gcvA,2123,0.716
narL,2123,0.702
lrp,2123,0.773
gcvA,2123,0.716
cpxR,2123,0.81
cspA,2123,0.708
narL,2123,0.702
ompR,2123,0.775
fis,2123,0.719
metR,2123,0.77
tyrR,2123,0.816
hns,2123,0.825
lrp,2123,0.773
hns,2123,0.825
cytR,2123,0.72
metR,2123,0.77
cspA,2123,0.708
soxS,2123,0.798
cpxR,2123,0.81
arcA,2123,0.792
metJ,2123,0.708
cytR,2123,0.72
soxS,2123,0.798
tyrR,2123,0.816
iclR,2123,0.708
nagC,855,0.707
dnaA,855,0.787
hipB,855,0.755
cytR,855,0.763
narL,855,0.71
metR,855,0.762
cspA,855,0.785
cytR,855,0.763
ompR,855,0.833
hns,855,0.736
argR,855,0.782
soxS,855,0.835
hns,855,0.736
hipB,855,0.755
fnr,855,0.705
metR,855,0.762
ilvY,855,0.737
soxS,855,0.835
fur,855,0.701
crp,855,0.735
dnaA,855,0.787
ompR,855,0.833
fnr,855,0.705
nagC,855,0.707
cspA,855,0.785
argR,855,0.782
crp,855,0.735
narL,855,0.71
lrp,855,0.796
fur,855,0.701
gcvA,855,0.766
ilvY,855,0.737
nagC,856,0.704
torR,856,0.724
dnaA,856,0.803
cytR,856,0.808
purR,856,0.725
cpxR,856,0.781
narL,856,0.701
fis,856,0.704
metR,856,0.716
tyrR,856,0.715
cspA,856,0.715
glpR,856,0.723
phoB,856,0.702
cytR,856,0.808
pdhR,856,0.732
ompR,856,0.813
hns,856,0.86
ada,856,0.766
argR,856,0.732
soxS,856,0.781
oxyR,856,0.704
hns,856,0.86
fnr,856,0.763
iclR,856,0.708
metR,856,0.716
phoB,856,0.702
metJ,856,0.725
soxS,856,0.781
fur,856,0.809
cpxR,856,0.781
crp,856,0.745
tyrR,856,0.715
dnaA,856,0.803
fnr,856,0.763
ada,856,0.766
malT,856,0.807
cspA,856,0.715
nagC,856,0.704
pdhR,856,0.732
purR,856,0.725
ompR,856,0.813
argR,856,0.732
crp,856,0.745
narL,856,0.701
lrp,856,0.706
metJ,856,0.725
fur,856,0.809
gcvA,856,0.787
iclR,856,0.708
torR,856,0.724
fis,856,0.704
glpR,856,0.723
nagC,857,0.76
torR,857,0.707
cytR,857,0.761
cpxR,857,0.797
metR,857,0.727
tyrR,857,0.733
cspA,857,0.8
phoB,857,0.768
cytR,857,0.761
pdhR,857,0.732
ompR,857,0.776
hns,857,0.838
soxS,857,0.767
hns,857,0.838
fnr,857,0.737
iclR,857,0.708
cynR,857,0.756
metR,857,0.727
phoB,857,0.768
arcA,857,0.749
soxS,857,0.767
fur,857,0.725
cpxR,857,0.797
cynR,857,0.756
crp,857,0.726
tyrR,857,0.733
fnr,857,0.737
rpoN,857,0.745
malT,857,0.749
arcA,857,0.749
malT,857,0.749
cspA,857,0.8
nagC,857,0.76
pdhR,857,0.732
ompR,857,0.776
crp,857,0.726
lrp,857,0.724
fur,857,0.725
gcvA,857,0.738
iclR,857,0.708
torR,857,0.707
rpoN,857,0.745
torR,858,0.791
cytR,858,0.762
cpxR,858,0.722
narL,858,0.713
metR,858,0.775
tyrR,858,0.757
cspA,858,0.754
cytR,858,0.762
pdhR,858,0.732
ompR,858,0.733
hns,858,0.771
ada,858,0.7
argR,858,0.763
soxS,858,0.709
oxyR,858,0.715
hns,858,0.771
oxyR,858,0.715
fnr,858,0.931
iclR,858,0.75
metR,858,0.775
fadR,858,0.761
metJ,858,0.77
soxS,858,0.709
fur,858,0.709
cpxR,858,0.722
arcA,858,0.704
crp,858,0.71
tyrR,858,0.757
fnr,858,0.931
ada,858,0.7
arcA,858,0.704
cspA,858,0.754
pdhR,858,0.732
ompR,858,0.733
argR,858,0.763
crp,858,0.71
narL,858,0.713
lrp,858,0.784
fur,858,0.709
metJ,858,0.77
gcvA,858,0.759
iclR,858,0.75
torR,858,0.791
fadR,858,0.761
nagC,859,0.715
torR,859,0.724
dnaA,859,0.746
cytR,859,0.882
cpxR,859,0.726
fis,859,0.734
metR,859,0.712
cspA,859,0.785
glpR,859,0.804
cytR,859,0.882
ompR,859,0.793
pdhR,859,0.707
hns,859,0.725
argR,859,0.724
soxS,859,0.74
oxyR,859,0.719
hns,859,0.725
fnr,859,0.723
metR,859,0.712
cynR,859,0.822
soxS,859,0.74
fur,859,0.751
cpxR,859,0.726
arcA,859,0.811
cynR,859,0.822
fhlA,859,0.711
crp,859,0.715
dnaA,859,0.746
fnr,859,0.723
arcA,859,0.811
cspA,859,0.785
nagC,859,0.715
pdhR,859,0.707
ompR,859,0.793
argR,859,0.724
crp,859,0.715
fhlA,859,0.711
lrp,859,0.778
fur,859,0.751
gcvA,859,0.712
torR,859,0.724
fis,859,0.734
